종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"281820","케이씨텍","KOSPI","의료·정밀기기","65100","-900","-1.36","1288892831100"
"381970","케이카","KOSPI","유통","6230","-200","-3.11","304153883040"
"145270","케이탑리츠","KOSPI","부동산","799","4","0.50","38400558426"
"417310","코람코더원리츠","KOSPI","부동산","2360","-10","-0.42","95344000000"
"357120","코람코라이프인프라리츠","KOSPI","부동산","4170","-15","-0.36","405888426180"
"007815","코리아써우","KOSPI","전기·전자","18610","-490","-2.57","55172880900"
"007810","코리아써키트","KOSPI","전기·전자","57300","-2100","-3.54","1374204126000"
"00781K","코리아써키트2우B","KOSPI","전기·전자","14180","80","0.57","11112851820"
"003690","코리안리","KOSPI","보험","14850","170","1.16","2624307310350"
"192820","코스맥스","KOSPI","화학","285500","-1500","-0.52","3240284819500"
"044820","코스맥스비티아이","KOSPI","기타금융","24800","-800","-3.13","238177240800"
"005070","코스모신소재","KOSPI","화학","38150","-2050","-5.10","1267135883650"
"005420","코스모화학","KOSPI","화학","10360","-1020","-8.96","397909242080"
"071950","코아스","KOSPI","기타제조","1759","-45","-2.49","25433724005"
"002020","코오롱","KOSPI","기타금융","25100","-1250","-4.74","323982768000"
"003070","코오롱글로벌","KOSPI","건설","9790","20","0.20","248900558610"
"003075","코오롱글로벌우","KOSPI","건설","13160","320","2.49","9748098920"
"002025","코오롱우","KOSPI","기타금융","13380","-60","-0.45","15526647060"
"120110","코오롱인더","KOSPI","화학","56300","-2600","-4.41","1685961601600"
"120115","코오롱인더우","KOSPI","화학","25200","-150","-0.59","69750072000"
"021240","코웨이","KOSPI","일반서비스","98700","900","0.92","6984744946200"
"036420","콘텐트리중앙","KOSPI","오락·문화","1578","-19","-1.19","30395922024"
"024720","콜마홀딩스","KOSPI","기타금융","10000","-150","-1.48","342962590000"
"192400","쿠쿠홀딩스","KOSPI","기타금융","27550","-350","-1.25","979738196750"
"284740","쿠쿠홈시스","KOSPI","일반서비스","23400","0","0.00","525033522000"
"264900","크라운제과","KOSPI","음식료·담배","8160","10","0.12","102194616000"
"26490K","크라운제과우","KOSPI","음식료·담배","7760","-30","-0.39","6002825600"
"005740","크라운해태홀딩스","KOSPI","기타금융","5650","-30","-0.53","83887510550"
"005745","크라운해태홀딩스우","KOSPI","기타금융","5200","-150","-2.80","3123775200"
"259960","크래프톤","KOSPI","IT 서비스","221000","-10000","-4.33","10110295403000"
"020120","키다리스튜디오","KOSPI","IT 서비스","6990","-350","-4.77","259075724340"
"039490","키움증권","KOSPI","증권","274000","-8000","-2.84","7186558584000"
"014580","태경비케이","KOSPI","비금속","3845","-55","-1.41","106057019500"
"015890","태경산업","KOSPI","화학","4810","-20","-0.41","140590287500"
"006890","태경케미컬","KOSPI","화학","5150","-90","-1.72","59740000000"
"003240","태광산업","KOSPI","화학","933000","-20000","-2.10","1038802200000"
"011280","태림포장","KOSPI","종이·목재","1647","-3","-0.18","116617383180"
"004100","태양금속","KOSPI","운송장비·부품","2575","-25","-0.96","94502500000"
"004105","태양금속우","KOSPI","운송장비·부품","3170","-45","-1.40","10461000000"
"009410","태영건설","KOSPI","건설","1658","-13","-0.78","493404349324"
"009415","태영건설우","KOSPI","건설","6300","-180","-2.78","4094836200"
"001420","태원물산","KOSPI","운송장비·부품","2890","360","14.23","21964000000"
"055490","테이팩스","KOSPI","화학","16700","-150","-0.89","79937055000"
"078000","텔코웨어","KOSPI","IT 서비스","13470","-20","-0.15","124463837190"
"214420","토니모리","KOSPI","화학","5290","-260","-4.68","127249886710"
"091810","트리니티항공","KOSPI","운송·창고","2775","-45","-1.60","283344402525"
"019180","티에이치엔","KOSPI","전기·전자","5100","-150","-2.86","91800000000"
"217590","티엠씨","KOSPI","전기·전자","10330","-660","-6.01","248893344250"
"363280","티와이홀딩스","KOSPI","기타금융","1967","-1","-0.05","89493254011"
"36328K","티와이홀딩스우","KOSPI","기타금융","2680","35","1.32","3148863320"
"004870","티웨이홀딩스","KOSPI","비금속","1149","3","0.26","26004970002"
"034230","파라다이스","KOSPI","오락·문화","10040","-170","-1.67","929998995280"
"005690","파미셀","KOSPI","전기·전자","10550","-380","-3.48","633042347700"
"036580","팜스코","KOSPI","음식료·담배","2485","-40","-1.58","91268938355"
"004720","팜젠사이언스","KOSPI","제약","3160","-90","-2.77","71587793400"
"028670","팬오션","KOSPI","운송·창고","5510","-90","-1.61","2945478011120"
"010820","퍼스텍","KOSPI","금속","5430","-230","-4.06","264831623340"
"016800","퍼시스","KOSPI","기타제조","27400","-400","-1.44","315100000000"
"001020","페이퍼코리아","KOSPI","종이·목재","2675","205","8.30","95221070850"
"090080","평화산업","KOSPI","운송장비·부품","975","-9","-0.91","53529702525"
"010770","평화홀딩스","KOSPI","운송장비·부품","3605","-20","-0.55","52724804930"
"022100","포스코DX","KOSPI","일반서비스","20900","-800","-3.69","3177525836100"
"058430","포스코스틸리온","KOSPI","금속","4530","-215","-4.53","271800000000"
"047050","포스코인터내셔널","KOSPI","유통","53200","-2100","-3.80","9359092321600"
"003670","포스코퓨처엠","KOSPI","전기·전자","176000","-15300","-8.00","15654534720000"
"017810","풀무원","KOSPI","음식료·담배","9610","-300","-3.03","366338408620"
"103140","풍산","KOSPI","금속","77200","-3700","-4.57","2163474261600"
"005810","풍산홀딩스","KOSPI","기타금융","36950","-1100","-2.89","532718939400"
"950210","프레스티지바이오파마","KOSPI","일반서비스","6720","200","3.07","403846161600"
"006490","프리티","KOSPI","통신","898","0","0.00","26560346254"
"086790","하나금융지주","KOSPI","기타금융","134900","-2500","-1.82","37012209205200"
"293480","하나제약","KOSPI","제약","8520","-10","-0.12","151425499920"
"039130","하나투어","KOSPI","일반서비스","32600","-600","-1.81","504971783200"
"352820","하이브","KOSPI","오락·문화","175700","-2300","-1.29","7573871085200"
"071090","하이스틸","KOSPI","금속","3060","-10","-0.33","61785901260"
"000080","하이트진로","KOSPI","음식료·담배","15510","-90","-0.58","1087772306610"
"000087","하이트진로2우B","KOSPI","음식료·담배","12320","-60","-0.48","13923300160"
"000140","하이트진로홀딩스","KOSPI","기타금융","8050","-140","-1.71","186814458250"
"000145","하이트진로홀딩스우","KOSPI","기타금융","9150","-30","-0.33","4307911500"
"036460","한국가스공사","KOSPI","전기·가스","37000","-500","-1.33","3415581000000"
"005430","한국공항","KOSPI","운송·창고","81200","800","1.00","257108026000"
"071050","한국금융지주","KOSPI","기타금융","185400","-5600","-2.93","10331598916800"
"071055","한국금융지주우","KOSPI","기타금융","149300","-3100","-2.03","874636874300"
"010040","한국내화","KOSPI","비금속","1620","22","1.38","66528640440"
"025540","한국단자","KOSPI","전기·전자","54400","-1100","-1.98","550256000000"
"010100","한국무브넥스","KOSPI","운송장비·부품","3530","-120","-3.29","107489982600"
"004090","한국석유","KOSPI","비금속","11250","40","0.36","142808850000"
"002200","한국수출포장","KOSPI","종이·목재","2710","0","0.00","90784840110"
"002960","한국쉘석유","KOSPI","화학","499000","1000","0.20","648700000000"
"000240","한국앤컴퍼니","KOSPI","기타금융","24200","-400","-1.63","2297432808000"
"123890","한국자산신탁","KOSPI","기타금융","2605","-30","-1.14","318784077230"
"015760","한국전력","KOSPI","전기·가스","31250","-1100","-3.40","20061377406250"
"006200","한국전자홀딩스","KOSPI","기타금융","1919","-28","-1.44","17963043213"
"027970","한국제지","KOSPI","종이·목재","2740","0","0.00","104202594560"
"023350","한국종합기술","KOSPI","일반서비스","3970","-70","-1.73","43471500000"
"025890","한국주강","KOSPI","기계·장비","2565","35","1.38","28585940040"
"000970","한국주철관","KOSPI","금속","6670","-40","-0.60","152079335000"
"104700","한국철강","KOSPI","금속","9890","30","0.30","360490500000"
"017960","한국카본","KOSPI","금속","22150","-1700","-7.13","1144634164900"
"161890","한국콜마","KOSPI","화학","155000","0","0.00","3658786935000"
"161390","한국타이어앤테크놀로지","KOSPI","화학","65600","-1800","-2.67","8126204526400"
"034830","한국토지신탁","KOSPI","기타금융","1159","-21","-1.78","292635017570"
"007280","한국특강","KOSPI","금속","2395","35","1.48","68608463300"
"047810","한국항공우주","KOSPI","운송장비·부품","122600","-4600","-3.62","11950448118200"
"123690","한국화장품","KOSPI","유통","6310","-230","-3.52","101389080000"
"003350","한국화장품제조","KOSPI","화학","13300","-640","-4.59","301378000000"
"011500","한농화성","KOSPI","화학","13200","-940","-6.65","206408954400"
"002390","한독","KOSPI","제약","9630","30","0.31","132542822790"
"053690","한미글로벌","KOSPI","일반서비스","20550","-1150","-5.30","225177652500"
"042700","한미반도체","KOSPI","기계·장비","213500","-1500","-0.70","20349154700000"
"008930","한미사이언스","KOSPI","기타금융","47800","2000","4.37","3269116090000"
"128940","한미약품","KOSPI","제약","474000","-18000","-3.66","6072409734000"
"009240","한샘","KOSPI","유통","37750","-650","-1.69","888405782000"
"020000","한섬","KOSPI","섬유·의류","15400","-500","-3.14","330745707600"
"003680","한성기업","KOSPI","음식료·담배","4730","-190","-3.86","29371005950"
"105630","한세실업","KOSPI","섬유·의류","9200","100","1.10","368000000000"
"069640","한세엠케이","KOSPI","유통","1455","5","0.34","31625124855"
"016450","한세예스24홀딩스","KOSPI","섬유·의류","4580","45","0.99","183200000000"
"009180","한솔로지스틱스","KOSPI","운송·창고","2790","-35","-1.24","78554751750"
"213500","한솔제지","KOSPI","종이·목재","7530","-50","-0.66","179218337280"
"014680","한솔케미칼","KOSPI","화학","193800","-11700","-5.69","2091884176800"
"004710","한솔테크닉스","KOSPI","전기·전자","7580","940","14.16","402648212860"
"004150","한솔홀딩스","KOSPI","기타금융","3395","-5","-0.15","139285374900"
"025750","한솔홈데코","KOSPI","종이·목재","1910","-5","-0.26","30775885390"
"004960","한신공영","KOSPI","건설","11570","-230","-1.95","133873022140"
"011700","한신기계","KOSPI","기계·장비","2320","-75","-3.13","75275070320"
"001750","한양증권","KOSPI","증권","19500","-220","-1.12","294634977000"
"001755","한양증권우","KOSPI","증권","19290","-470","-2.38","9121662300"
"018880","한온시스템","KOSPI","기계·장비","3405","-135","-3.81","3494423989560"
"009420","한올바이오파마","KOSPI","제약","55000","-100","-0.18","2873235090000"
"014130","한익스프레스","KOSPI","운송·창고","2460","-5","-0.20","29071992180"
"300720","한일시멘트","KOSPI","비금속","16390","-680","-3.98","1205405975510"
"002220","한일철강","KOSPI","금속","2990","-30","-0.99","79825405400"
"003300","한일홀딩스","KOSPI","비금속","18810","90","0.48","579939461640"
"051600","한전KPS","KOSPI","건설","44350","-1000","-2.21","1995750000000"
"052690","한전기술","KOSPI","일반서비스","105800","-4700","-4.25","4043676000000"
"130660","한전산업","KOSPI","일반서비스","11860","-390","-3.18","386636000000"
"002320","한진","KOSPI","운송·창고","14730","-430","-2.84","228589213680"
"003480","한진중공업홀딩스","KOSPI","전기·가스","4700","-90","-1.88","138790116400"
"180640","한진칼","KOSPI","기타금융","139100","9300","7.16","9286633008900"
"18064K","한진칼우","KOSPI","기타금융","30650","900","3.03","16451877900"
"005110","한창","KOSPI","유통","1254","0","0.00","26467434378"
"009460","한창제지","KOSPI","종이·목재","2755","-25","-0.90","32876784235"
"372910","한컴라이프케어","KOSPI","의료·정밀기기","1827","-30","-1.62","50561139762"
"000880","한화","KOSPI","화학","126500","-1800","-1.40","6746105470500"
"00088K","한화3우B","KOSPI","화학","38900","-450","-1.14","570920245700"
"452260","한화갤러리아","KOSPI","유통","2100","-15","-0.71","407105181000"
"45226K","한화갤러리아우","KOSPI","유통","4030","-45","-1.10","11705014100"
"451800","한화리츠","KOSPI","부동산","5220","-60","-1.14","937512000000"
"0220W0","한화머시너리앤서비스홀딩스","KOSPI","기타금융","6890","-420","-5.75","582312036150"
"0220WL","한화머시너리앤서비스홀딩스3우B","KOSPI","기타금융","2970","-70","-2.30","70208245800"
"489790","한화비전","KOSPI","전기·전자","48900","-800","-1.61","2468882271000"
"088350","한화생명","KOSPI","보험","5770","-150","-2.53","5011418100000"
"000370","한화손해보험","KOSPI","보험","8580","-310","-3.49","1001619890700"
"009830","한화솔루션","KOSPI","화학","30300","-2800","-8.46","6814243840800"
"009835","한화솔루션우","KOSPI","화학","17500","-100","-0.57","44530780000"
"272210","한화시스템","KOSPI","전기·전자","66900","-3700","-5.24","12638707124100"
"012450","한화에어로스페이스","KOSPI","운송장비·부품","1025000","-33000","-3.12","52852486025000"
"082740","한화엔진","KOSPI","기계·장비","44650","-3200","-6.69","3725914890300"
"042660","한화오션","KOSPI","운송장비·부품","82000","-5900","-6.71","25125898308000"
"003530","한화투자증권","KOSPI","증권","4700","-230","-4.67","1008374542500"
"003535","한화투자증권우","KOSPI","증권","6640","-230","-3.35","31872000000"
"195870","해성디에스","KOSPI","전기·전자","51400","-2400","-4.46","873800000000"
"101530","해태제과식품","KOSPI","음식료·담배","5620","20","0.36","163636539640"
"143210","핸즈코퍼레이션","KOSPI","운송장비·부품","1199","0","0.00","33571739817"
"000720","현대건설","KOSPI","건설","112600","-8100","-6.71","12538659139000"
"000725","현대건설우","KOSPI","건설","51700","-1500","-2.82","54527628100"
"453340","현대그린푸드","KOSPI","유통","18690","-210","-1.11","606893961030"
"086280","현대글로비스","KOSPI","운송·창고","195000","-14500","-6.92","14625000000000"
"064350","현대로템","KOSPI","운송장비·부품","122900","-7400","-5.68","13413587809700"
"079430","현대리바트","KOSPI","기타제조","6010","-30","-0.50","120886354020"
"012330","현대모비스","KOSPI","운송장비·부품","415500","-28000","-6.31","37320453067500"
"069960","현대백화점","KOSPI","유통","92700","-5100","-5.21","1999067342400"
"004560","현대비앤지스틸","KOSPI","금속","11480","-140","-1.20","173104750280"
"004310","현대약품","KOSPI","제약","7570","-720","-8.69","242240000000"
"017800","현대엘리베이터","KOSPI","기계·장비","72800","-2000","-2.67","2845925628000"
"307950","현대오토에버","KOSPI","IT 서비스","385500","-20500","-5.05","10571945061000"
"011210","현대위아","KOSPI","운송장비·부품","56400","-2600","-4.41","1533802681200"
"004020","현대제철","KOSPI","금속","29900","-900","-2.92","3990028971500"
"005440","현대지에프홀딩스","KOSPI","기타금융","11850","-260","-2.15","2173256808150"
"005380","현대차","KOSPI","운송장비·부품","378000","-22500","-5.62","77398435548000"
"005387","현대차2우B","KOSPI","운송장비·부품","180000","-10800","-5.66","6293507400000"
"005389","현대차3우B","KOSPI","운송장비·부품","177500","-10400","-5.53","413122730000"
"005385","현대차우","KOSPI","운송장비·부품","179800","-11000","-5.77","4196704608000"
"001500","현대차증권","KOSPI","증권","7840","-250","-3.09","484771064960"
"011760","현대코퍼레이션","KOSPI","유통","25550","-200","-0.78","338000081300"
"227840","현대코퍼레이션홀딩스","KOSPI","유통","13150","80","0.61","119675993400"
"126560","현대퓨처넷","KOSPI","통신","3380","-45","-1.31","369099515200"
"001450","현대해상","KOSPI","보험","52400","-1000","-1.87","4467008300000"
"093240","형지엘리트","KOSPI","섬유·의류","387","-3","-0.77","23758030233"
"003010","혜인","KOSPI","유통","9520","-1250","-11.61","121025351440"
"111110","호전실업","KOSPI","섬유·의류","6420","-30","-0.47","58203720000"
"008770","호텔신라","KOSPI","유통","42150","-2650","-5.92","1654308300150"
"008775","호텔신라우","KOSPI","유통","29050","-150","-0.51","21842084950"
"378850","화승알앤에이","KOSPI","운송장비·부품","2945","-95","-3.13","55936219735"
"241590","화승엔터프라이즈","KOSPI","섬유·의류","2950","-45","-1.50","178738364200"
"006060","화승인더","KOSPI","유통","2475","-50","-1.98","136917000000"
"013520","화승코퍼레이션","KOSPI","운송장비·부품","2640","-10","-0.38","132135305280"
"010690","화신","KOSPI","운송장비·부품","7650","-290","-3.65","267141136500"
"133820","화인베스틸","KOSPI","금속","948","-9","-0.94","35184547896"
"010660","화천기계","KOSPI","기계·장비","2870","-20","-0.69","63140000000"
"000850","화천기공","KOSPI","기계·장비","35700","0","0.00","78540000000"
"016580","환인제약","KOSPI","제약","10440","150","1.46","194184730800"
"032560","황금에스티","KOSPI","금속","5600","-70","-1.23","95200000000"
"004800","효성","KOSPI","기타금융","159800","-12700","-7.36","2675117038600"
"094280","효성ITX","KOSPI","일반서비스","12060","-80","-0.66","139391892000"
"298040","효성중공업","KOSPI","전기·전자","2765000","-151000","-5.18","25782375220000"
"298020","효성티앤씨","KOSPI","화학","345000","0","0.00","1493050290000"
"298000","효성화학","KOSPI","화학","56000","-1100","-1.93","212341416000"
"093370","후성","KOSPI","화학","12530","-170","-1.34","1343909284900"
"005870","휴니드","KOSPI","전기·전자","4405","-150","-3.29","62181046075"
"079980","휴비스","KOSPI","화학","1993","-12","-0.60","68758500000"
"005010","휴스틸","KOSPI","금속","3775","25","0.67","212109983125"
"000540","흥국화재","KOSPI","보험","3610","-85","-2.30","231915948450"
"000545","흥국화재우","KOSPI","보험","5510","-240","-4.17","4231680000"
"003280","흥아해운","KOSPI","운송·창고","1712","23","1.36","411607427088"
